# x y z horizontalRadius verticalRadius
19.496 152.439 1.73835 0.169315 0.253973
225.01 151.015 0 3.31788 4.97682
19.046 152.739 2.04547 0.239448 0.359172
18.596 153.039 2.23553 0.169316 0.253974
340.558 154.02 0 2.23342 3.35013
-52.9644 155.747 0.78258 4.81879 7.22819
242.735 154.265 0 3.77082 5.65623
253.571 155.24 0.568642 3.67456 5.51185
202.548 156.695 0 2.54536 3.81804
-177.783 192.556 0.125393 1.16077 1.74115
144.731 192.825 0.611951 0.564383 0.846575
-96.8389 184.787 4.41088 1.17049 1.75573
-191.389 182.516 0.41373 4.61209 6.91813
-79.6916 183.776 2.56995 3.36507 5.04761
346.8 182.646 1.58369 3.59171 5.38757
-14.692 185.422 1.6076 3.97079 5.95618
261.039 184.587 1.52749 3.67456 5.51185
340.177 184.662 1.57953 3.55158 5.32737
-92.0665 186.845 2.75898 0.957791 1.43669
-200.18 185.81 1.39886 3.09897 4.64846
-136.337 187.273 0.479438 4.99981 7.49972
-119.317 187.374 1.70772 3.01457 4.52185
-204.934 187.648 0.658523 2.3461 3.51915
-95.031 188.407 0.81938 1.4565 2.18475
-146.754 190.439 0 0.718343 1.07751
147.026 187.872 0.958991 5.05399 7.58098
122.385 190.92 1.92304 2.63392 3.95088
160.828 191.781 1.45651 3.10821 4.66231
-184.052 192.196 1.23273 2.73012 4.09518
-78.0373 169.706 0.297373 0.507945 0.761918
-99.3194 161.196 0 5.9838 8.97569
-167.404 162.598 0 7.20137 10.802
144.037 162.581 0.466363 4.5558 6.8337
-218.252 165.671 0.821179 5.28686 7.93029
167.879 164.612 0.261544 5.4812 8.22181
227.718 165.278 0.990706 3.74029 5.61043
308.59 166.743 0.560443 4.11961 6.17942
34.062 165.764 0.298009 5.33812 8.00719
188.357 165.835 0 5.7592 8.6388
254.844 167.14 0.720191 3.07576 4.61364
-122.67 168.139 0.302576 4.23964 6.35947
68.1484 171.623 0.448519 2.80777 4.21166
-190.585 171.054 1.37825 3.69402 5.54103
121.028 172.346 2.81656 4.47325 6.70987
-150.02 173.497 0.805922 4.2057 6.30855
318.852 174.611 0 1.24421 1.86631
151.721 174.939 0.232646 0.478895 0.718342
-1.1278 176.143 0 5.75173 8.62759
-86.1007 177.809 0.802132 4.55895 6.83842
26.6169 178.755 0.172106 6.06942 9.10413
-172.151 178.4 0 5.62065 8.43097
-40.6626 180.749 0 6.41165 9.61748
-89.104 133.089 3.26236 0.239448 0.359171
332.27 127.241 0.937447 3.23032 4.84548
-75.101 130.118 0 4.75591 7.13387
-105.954 131.372 0 5.63084 8.44626
-13.2418 131.595 0.628534 3.5354 5.3031
-136.679 133.84 0.732268 5.3031 7.95466
-34.7964 132.906 0.287581 5.21864 7.82796
0.1267 134.672 0 6.35101 9.52651
-90.6665 126.573 0 4.51154 6.76731
143.8 136.188 0.693374 4.51471 6.77207
171.143 137.133 0 5.47597 8.21396
-180.596 137.956 1.92835 2.92283 4.38425
71.3843 137.809 1.67079 3.20806 4.81209
32.7887 137.88 0 6.65087 9.9763
94.7407 138.287 0 6.59894 9.89841
242.735 138.378 0 0.812006 1.21801
-196.991 139.965 1.04518 5.1244 7.68661
202.432 139.805 0.441017 3.14489 4.71733
358.346 139.93 0 3.65501 5.48251
-229.48 140.94 0 5.65877 8.48816
237.699 142.754 0 2.6771 4.01566
-111.896 69.97 0.93778 1.05737 1.58606
-176.755 69.518 0.316534 1.16077 1.74115
208.112 69.729 0 2.05283 3.07925
280.797 63.804 0.571326 4.88379 7.32568
-53.8561 65.256 0.387406 4.27332 6.40998
-23.8464 65.966 2.02143 4.19888 6.29831
358.182 66.54 0 4.63997 6.95996
17.1836 67.834 0.139579 4.81284 7.21926
222.39 66.313 0 2.07368 3.11051
225.789 67.916 0.897185 1.60626 2.40939
-76.4457 67.971 1.46432 2.82305 4.23457
193.917 69.186 1.18649 3.29186 4.93779
-53.884 72.219 1.89081 0.655754 0.983632
-155.315 72.346 0.787522 1.12311 1.68466
209.903 73.372 0.62357 1.7432 2.61481
100.903 74.014 2.32165 3.08042 4.62062
112.713 74.189 0 0.718343 1.07751
-156.604 74.439 0.801182 0.169315 0.253973
-164.14 75.349 1.09498 1.83142 2.74713
-7.545 74.72 1.65981 5.39953 8.0993
285.905 76.706 4.26044 1.7432 2.61481
-21.2373 76.072 0.737843 0.507945 0.761918
41.5353 75.756 1.55293 3.80865 5.71297
111.236 76.179 0.175294 0.3786 0.5679
221.034 77.005 1.65428 2.53407 3.80111
115.121 76.871 0 1.26704 1.90056
182.098 76.599 0 2.38848 3.58272
-225.404 78.119 0.437455 0.655754 0.983632
107.807 77.111 0.702141 1.66756 2.50134
-174.522 78.545 0.976955 4.44432 6.66648
-60.9755 77.665 1.74036 3.8461 5.76915
-47.0672 78.869 0.978171 3.74412 5.61618
-185.269 80.803 0.531349 4.3167 6.47506
-149.581 79.151 2.0546 3.85726 5.7859
352.075 78.785 0.692552 5.24603 7.86905
127.426 79.445 0 3.9016 5.8524
-87.5016 80.218 1.53627 3.80111 5.70167
197.84 80.244 0.555246 3.77462 5.66193
-99.9067 -14.925 1.14887 4.34978 6.52467
-212.651 -13.867 0 4.84549 7.26823
-62.0446 -13.689 0.836624 4.99121 7.48681
51.1248 -12.632 0.176064 4.15081 6.22621
198.716 -12.287 0.730425 2.2076 3.3114
-186.544 -11.162 0.550158 7.03218 10.5483
345.974 -10.61 1.59558 3.978 5.967
267.472 -10.021 0.388814 3.65501 5.48251
-126.599 -7.898 0.589915 5.7592 8.6388
248.862 -7.436 1.32862 3.6314 5.4471
227.41 -7.073 0.825064 4.68914 7.03371
-33.883 -17.021 0 5.83584 8.75377
-170.993 -16.164 1.55376 5.1523 7.72845
-205.067 -3.689 2.05424 4.52423 6.78635
-4.0631 -4.993 0.488279 1.37552 2.06328
13.9887 -4.656 0 6.93572 10.4036
194.753 -6.081 1.11056 3.26124 4.89186
287.671 -6.333 0.440155 3.9888 5.98319
152.875 -4.744 0.336739 3.16759 4.75139
68.0009 -4.048 0.765396 5.23509 7.85264
180.609 -3.82 1.09667 3.59171 5.38757
303.091 -1.658 0.0896762 1.44663 2.16994
256.253 -3.367 0 3.51915 5.27872
56.9945 -3.133 0 2.43013 3.64519
240.052 -1.859 1.88451 4.41519 6.62279
147.095 -0.103 0.926161 1.98178 2.97267
264.489 -1.141 1.42973 1.98178 2.97267
-27.6984 0.49 0.408406 3.70951 5.56426
90.0605 0.31 0 7.28251 10.9238
-5.1627 3.155 0 5.19386 7.79079
359.662 4.167 0.772207 5.03409 7.55114
-168.484 -215.751 0.334634 0.535422 0.803132
-182.772 -212.961 0.875376 3.53945 5.30918
-58.084 -214.961 0 1.46631 2.19947
326.664 -213.108 0 1.2783 1.91745
-55.3738 -213.023 1.00635 1.23263 1.84895
105.086 -213.025 2.42109 3.31356 4.97034
289.865 -212.555 0.661638 4.91597 7.37395
-163.655 -224.223 0 5.00554 7.50832
-25.8383 -220.885 0 5.03125 7.54687
123.402 -220.666 2.48024 3.47818 5.21727
101.039 -220.025 0 3.4074 5.1111
0.6566 -220.024 1.52733 2.32153 3.4823
354.503 -219.495 0 4.80687 7.21031
-109.922 -218.017 0.851809 2.16167 3.24251
-52.0736 -219.505 0.243247 2.47687 3.7153
-56.5684 -217.823 0 1.44663 2.16994
64.5908 -217.42 0 4.05296 6.07945
313.659 -216.727 0 2.49416 3.74125
335.1 -215.701 0.749952 3.33512 5.00268
-120.39 -215.972 2.54828 3.13576 4.70364
-206.704 -210.261 0.45446 0.169315 0.253973
-207.004 -209.961 0.536737 0.169313 0.25397
-208.054 -209.082 0.373388 0.633519 0.950279
-40.2979 -211.466 1.07705 4.06003 6.09005
13.8125 -210.435 0.0894943 2.9811 4.47165
332.35 -209.85 1.26147 1.5518 2.32769
20.7085 -209.236 0 0.829471 1.24421
219.576 -209.237 0.0674397 1.989 2.9835
341.677 -206.193 0.131566 2.02471 3.03707
-105.549 -207.379 3.45124 3.9816 5.97241
253.381 -207.134 1.28496 3.26563 4.89844
-174.589 -205.779 0 4.10916 6.16374
-160.51 -206.186 2.05945 3.86469 5.79703
39.3592 -205.49 1.27696 3.51915 5.27872
265.154 -204.462 0.877107 3.65893 5.48839
-80.704 223.925 0.824951 0.447965 0.671948
300.853 226.293 1.15542 2.84832 4.27248
-77.2505 225.758 0 2.48265 3.72397
41.3498 228.206 0.201267 1.22095 1.83142
256.946 214.089 0 0.414735 0.622103
-208.906 217.724 0.647046 4.37607 6.5641
-48.7594 218.006 0 2.82305 4.23457
-90.7254 218.433 0 4.14044 6.21066
92.3278 216.572 0.290528 2.51135 3.76702
286.532 213.815 0.544293 3.63929 5.45893
149.096 219.339 0 0.3786 0.5679
-65.6578 219.934 0 1.36506 2.04759
256.582 221.31 0 0.447965 0.671948
326.101 221.896 0.318818 4.14389 6.21584
306.022 221.53 0.948767 3.34799 5.02198
129.42 222.559 1.12659 1.08415 1.62622
-85.576 223.939 2.08265 2.07368 3.11052
-46.2524 223.22 0 0.942706 1.41406
26.6103 224.633 0.125419 2.37041 3.55562
136.678 225.177 2.23297 3.81241 5.71861
290.186 258.009 0.0764542 0.535421 0.803131
285.806 257.859 1.02504 0.757199 1.1358
330.029 258.872 0.217848 0.507945 0.761917
34.2826 242.993 0.409621 2.06675 3.10013
-89.3342 242.923 0 2.40642 3.60963
189.832 243.381 0.0239481 1.75957 2.63936
-154.275 243.892 0.611543 2.05284 3.07925
315.506 246.02 2.08023 3.14032 4.71049
-109.521 245.722 0.206768 1.00168 1.50252
5.9772 245.164 0.547381 2.43602 3.65403
58.9536 244.684 0 2.70374 4.05562
124.925 245.624 0.191606 3.25243 4.87865
174.645 245.918 0 5.39422 8.09133
47.1527 246.714 0 2.8883 4.33245
-159.304 248.439 0.828133 0.169315 0.253972
-160.054 248.889 0.653734 0.33863 0.507945
-160.504 249.339 0.73523 0.169315 0.253972
285.814 248.599 2.17982 3.76321 5.64482
327.246 248.309 2.47901 0.927376 1.39106
-154.204 250.689 0.489834 0.478895 0.718343
43.8437 249.441 0.146779 1.12311 1.68466
-118.395 249.358 1.28157 4.39893 6.5984
193.7 251.002 0.294308 3.85354 5.78031
24.3658 251.02 0.201528 1.11027 1.66541
-110.204 251.896 0.0313355 0.775899 1.16385
347.654 253.312 0.00564066 3.65893 5.48839
29.8828 253.262 1.24188 1.23263 1.84895
331.046 252.039 0.675328 0.33863 0.507945
330.476 253.119 0.333318 0.3786 0.567899
325.029 253.506 0 0.507946 0.761918
-58.2977 253.6 0.0524133 4.06356 6.09534
149.91 253.987 0 1.48573 2.2286
123.819 254.269 1.4162 2.21955 3.32933
16.7642 254.628 1.34224 2.6502 3.9753
143.384 254.63 0.660911 3.91627 5.8744
39.8 231.378 0.897124 1.69315 2.53973
-113.787 231.9 1.74747 3.43672 5.15508
132.455 233.778 1.06172 3.14944 4.72416
42.5045 234.861 1.04974 2.25259 3.37888
49.8942 234.541 0 1.25567 1.88351
117.834 229.24 0.759476 5.14951 7.72427
-123.785 230.569 1.2711 3.24803 4.87204
36.316 229.906 0.477087 1.60626 2.4094
194.231 230.064 0.844265 3.59171 5.38757
261.759 233.613 0 6.10239 9.15358
140.891 236.582 0 1.07084 1.60626
86.7389 236.953 0.407281 0.447966 0.671949
272.907 236.713 0.169183 1.16076 1.74115
98.3799 236.579 1.03824 3.42837 5.14255
306.3 237.975 0 4.95083 7.42625
46.896 238.756 0.437195 1.01589 1.52384
58.3595 238.74 0.365594 2.25894 3.38842
272.721 240.239 0.295117 0.586524 0.879786
235.347 241.51 2.57887 2.12151 3.18227
-46.4925 238.006 0 5.25695 7.88543
322.537 239.264 0 6.49384 9.74076
149.804 239.306 0 5.16896 7.75344
50.6088 240.974 0 2.37041 3.55562
74.4423 240.633 0 4.502 6.75299
279.73 243.952 0 4.5495 6.82425
-31.2848 244.098 2.14769 3.86098 5.79147
121.751 271.156 0 2.05981 3.08971
34.5442 274.025 0 4.30673 6.46009
5.7996 273.041 1.26751 2.19457 3.29186
-202.704 276.839 0.178266 0.414736 0.622103
257.636 277.419 0.678954 0.378599 0.567899
277.808 282.155 1.14296 1.46631 2.19947
19.3308 274.487 2.09962 4.2261 6.33915
275.861 275.952 0 3.21253 4.81879
61.8588 276.548 1.32419 4.32996 6.49495
316.196 278.444 0 1.31151 1.96726
345.065 279.322 1.10995 2.23983 3.35974
131.028 279.407 0 3.67456 5.51185
-19.879 278.458 0.431138 0.67726 1.01589
-73.3818 278.581 1.11407 3.09435 4.64152
336.698 281.824 0 5.18004 7.77006
259.379 280.229 0 1.57926 2.3689
252.441 280.865 0.583324 2.5622 3.8433
285.464 281.085 0 3.48641 5.22961
145.621 284.214 0.362788 1.01589 1.52383
323.483 286.139 0.0982897 0.82947 1.24421
50.6998 283.727 1.61049 4.26324 6.39486
139.596 283.721 0 3.86839 5.80259
-19.501 283.637 0.223916 2.41237 3.61855
262.763 286.536 1.04845 1.60626 2.40939
-144.901 284.945 1.79283 4.21931 6.32896
-50.1028 286.74 1.18546 2.68245 4.02368
120.747 287.748 0.62701 5.48643 8.22965
-15.033 288.695 0 4.25651 6.38477
-42.8507 288.537 0.140555 3.81241 5.71861
333.671 262.177 0 1.17305 1.75957
117.25 261.297 0.0609606 1.42667 2.14001
10.2603 262.689 0.759919 0.633519 0.950278
-30.5929 259.792 2.05785 3.8349 5.75235
29.3637 258.302 0.415144 1.36506 2.04759
125.187 258.636 2.51468 2.30293 3.4544
325.965 260.334 1.25573 2.29045 3.43568
4.854 259.733 2.35804 2.63936 3.95904
307.139 260.2 1.71817 2.87337 4.31005
300.552 259.888 0.246758 4.64923 6.97384
152.444 262.096 0.870313 4.07061 6.10591
-6.8623 256.512 0 3.69014 5.5352
47.0316 257.371 0.519014 4.15081 6.22621
178.099 258.063 0 3.53945 5.30918
-59.233 266.365 0.443603 3.86469 5.79703
284.86 264.938 1.44265 3.23032 4.84548
265.318 264.931 0 2.61206 3.9181
122.946 266.523 0 1.893 2.8395
184.328 267.032 1.83441 2.85335 4.28002
128.447 268.017 0.213834 2.12826 3.19238
336.884 269.198 0.618559 3.63535 5.45302
251.04 268.958 0.843695 1.99619 2.99429
150.693 269.436 1.13546 1.73496 2.60244
6.996 268.639 0.831947 0.414736 0.622104
39.865 268.829 0 0.911789 1.36768
97.4153 271.608 1.57461 5.64609 8.46914
-5.2709 271.009 1.13253 4.00315 6.00472
284.012 195.414 0.387034 4.68608 7.02912
339.114 196.728 0.163875 1.04373 1.56559
-191.104 197.139 0.290913 0.169315 0.253973
-191.892 197.852 0 0.478895 0.718343
231.155 197.386 0.734278 0.698103 1.04715
185.145 197.784 0.597894 1.3859 2.07885
-80.5471 198.19 1.82768 3.15853 4.7378
112.525 198.157 1.30831 3.13118 4.69677
228.746 198.939 0.597539 0.33863 0.507945
-215.579 201.639 0.151231 0.586524 0.879787
-185.902 202.105 0 4.34319 6.51478
-66.7111 199.323 0.922929 5.39156 8.08734
-0.1714 199.628 1.00057 5.53326 8.29989
322.849 200.686 0 3.66675 5.50013
230.214 201.343 0.436484 1.5049 2.25736
298.294 202.129 0.00597286 4.86025 7.29038
176.806 201.53 1.49841 3.61161 5.41742
-50.3685 201.267 0.158289 4.79493 7.1924
138.749 202.243 0.80102 5.50209 8.25313
311.844 190.884 0.622081 4.87204 7.30805
-223.815 194.528 0 5.82355 8.73533
345.654 203.359 0.7869 3.20806 4.81209
-97.7693 203.297 0.410647 4.53372 6.80059
119.243 205.843 1.60712 2.97147 4.4572
-228.976 206.604 0.469673 4.22949 6.34423
243.545 207.261 0 2.04584 3.06876
275.802 207.42 1.23375 4.12309 6.18463
264.312 207.193 0.0779095 3.94544 5.91816
-83.4683 207.677 0 1.26704 1.90056
141.296 208.139 5.05396 0.507945 0.761917
152.785 207.62 1.25449 5.78899 8.68348
-219.294 211.263 0.600466 3.96718 5.95077
307.426 210.968 0.0937995 3.19911 4.79867
352.326 211.026 0 1.60626 2.40939
-86.7052 212.244 0.385222 2.62848 3.94271
166.808 212.579 3.58625 3.35654 5.03481
107.093 213.663 1.08185 4.91597 7.37395
23.681 214.685 0 5.08509 7.62764
